"entity_name","fiscal_year","county","type","form_table","category","subcategory_1","subcategory_2","subcategory_3","subcategory_4","line_description","value","city_state_zip","estimated_population","row_number"
"San Marino","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Marino, CA 91108","13341","919990"
"San Mateo","2014","San Mateo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Mateo, CA 94403-1388","100106","919817"
"San Pablo","2014","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Pablo, CA 94806","29465","919644"
"San Rafael","2014","Marin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Rafael, CA 94915-1560","58566","919471"
"San Ramon","2014","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Ramon, CA 94583","77270","919298"
"Santa Ana","2014","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Santa Ana, CA 92702","331953","918779"
"Santa Barbara","2014","Santa Barbara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Santa Barbara, CA 93102-1990","90385","918606"
"Santa Clara","2014","Santa Clara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Santa Clara, CA 95050","121229","918433"
"Santa Clarita","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Santa Clarita, CA 91355","209130","918260"
"Santa Cruz","2014","Santa Cruz","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Santa Cruz, CA 95060","63440","918087"
"Santa Fe Springs","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Santa Fe Springs, CA 90670-3679","17349","917914"
"Santa Maria","2014","Santa Barbara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Santa Maria, CA 93454","101103","917741"
"Santa Monica","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Santa Monica, CA 90401","92185","917568"
"Santa Paula","2014","Ventura","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Santa Paula, CA 93061","30448","917395"
"Santa Rosa","2014","Sonoma","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Santa Rosa, CA 95404","170236","917222"
"Santee","2014","San Diego","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Santee, CA 92071-1266","55806","917049"
"Saratoga","2014","Santa Clara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Saratoga, CA 95070","30887","916876"
"Sausalito","2014","Marin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Sausalito, CA 94965","7175","916703"
"Scotts Valley","2014","Santa Cruz","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Scotts Valley, CA 95066","11954","916530"
"Seal Beach","2014","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Seal Beach, CA 90740-6379","24591","916357"
"Seaside","2014","Monterey","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Seaside, CA 93955","33534","916184"
"Sebastopol","2014","Sonoma","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Sebastopol, CA 95473","7440","916011"
"Selma","2014","Fresno","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Selma, CA 93662","23977","915838"
"Shafter","2014","Kern","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Shafter, CA 93263","17461","915665"
"Shasta Lake","2014","Shasta","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Shasta Lake, CA 96019","10128","915492"
"Sierra Madre","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Sierra Madre, CA 91024","11094","915319"
"Signal Hill","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Signal Hill, CA 90806","11411","915146"
"Simi Valley","2014","Ventura","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Simi Valley, CA 93063-2199","126305","914973"
"Solana Beach","2014","San Diego","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Solana Beach, CA 92075","13099","914800"
"Soledad","2014","Monterey","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Soledad, CA 93960","24997","914627"
"Solvang","2014","Santa Barbara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Solvang, CA 93463","5363","914454"
"Sonoma","2014","Sonoma","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Sonoma, CA 95476","10801","914281"
"Sonora","2014","Tuolumne","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Sonora, CA 95370","4789","914108"
"South El Monte","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","South El Monte, CA 91733","20426","913935"
"South Gate","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","South Gate, CA 90280","96057","913762"
"South Lake Tahoe","2014","El Dorado","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","South Lake Tahoe, CA 96150","21409","913589"
"South Pasadena","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","South Pasadena, CA 91030","26011","913416"
"South San Francisco","2014","San Mateo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","South San Francisco, CA 94083","65710","913243"
"Stanton","2014","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Stanton, CA 90680","38963","912897"
"St. Helena","2014","Napa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","St. Helena, CA 94574","5943","913070"
"Stockton","2014","San Joaquin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Stockton, CA 95202","300899","912724"
"Suisun City","2014","Solano","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Suisun City, CA 94585","28549","912551"
"Sunnyvale","2014","Santa Clara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Sunnyvale, CA 94088-3707","147055","912378"
"Susanville","2014","Lassen","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Susanville, CA 96130","15832","912205"
"Sutter Creek","2014","Amador","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Sutter Creek, CA 95685","2442","912032"
"Taft","2014","Kern","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Taft, CA 93268","8942","911859"
"Tehachapi","2014","Kern","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Tehachapi, CA 93561-1722","13346","911686"
"Tehama","2014","Tehama","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Tehama, CA 96090","417","911513"
"Temecula","2014","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Temecula, CA 92589-9033","106289","911340"
"Temple City","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Temple City, CA 91780-2249","36134","911167"
"Thousand Oaks","2014","Ventura","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Thousand Oaks, CA 91362-2903","129039","910994"
"Tiburon","2014","Marin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Tiburon, CA 94920","9090","910821"
"Torrance","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Torrance, CA 90503","147706","910648"
"Tracy","2014","San Joaquin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Tracy, CA 95376","85146","910475"
"Trinidad","2014","Humboldt","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Trinidad, CA 95570","361","910302"
"Truckee","2014","Nevada","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Truckee, CA 96161-3306","15981","910129"
"Tulare","2014","Tulare","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Tulare, CA 93274","61857","909956"
"Tulelake","2014","Siskiyou","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Tulelake, CA 96134","1011","909783"
"Turlock","2014","Stanislaus","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Turlock, CA 95380-5454","70132","909610"
"Tustin","2014","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Tustin, CA 92780","78360","909437"
"Twentynine Palms","2014","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Twentynine Palms, CA 92277","26576","909264"
"Ukiah","2014","Mendocino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Ukiah, CA 95482","16185","909091"
"Union City","2014","Alameda","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Union City, CA 94587","72155","908918"
"Upland","2014","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Upland, CA 91785-0460","75147","908745"
