"entity_name","fiscal_year","county","type","form_table","category","subcategory_1","subcategory_2","subcategory_3","subcategory_4","line_description","value","city_state_zip","estimated_population","row_number"
"Inglewood","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Inglewood, CA 90301","119212","374694"
"Ione","2007","Amador","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Ione, CA 95640","7842","374521"
"Irvine","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Irvine, CA 92623-9575","202079","374348"
"Irwindale","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Irwindale, CA 91706","1655","374175"
"Isleton","2007","Sacramento","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Isleton, CA 95641","815","374002"
"Jackson","2007","Amador","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Jackson, CA 95642-2393","4317","373829"
"Kerman","2007","Fresno","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Kerman, CA 93630-1799","13591","373656"
"King City","2007","Monterey","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"King City, CA 93930","11518","373483"
"Kingsburg","2007","Fresno","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Kingsburg, CA 93631","11234","373310"
"La Canada Flintridge","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"La Canada Flintridge, CA 91011","21353","373137"
"Lafayette","2007","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lafayette, CA 94549","23953","371580"
"Laguna Beach","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Laguna Beach, CA 92651","25131","371407"
"Laguna Hills","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Laguna Hills, CA 92653","33391","371234"
"Laguna Niguel","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Laguna Niguel, CA 92677","66608","371061"
"Laguna Woods","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Laguna Woods, CA 92653","18426","370888"
"La Habra","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"La Habra, CA 90631","62483","372964"
"La Habra Heights","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"La Habra Heights, CA 90631","6145","372791"
"Lake Elsinore","2007","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lake Elsinore, CA 92530","47634","370715"
"Lake Forest","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lake Forest, CA 92630","78243","370542"
"Lakeport","2007","Lake","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lakeport, CA 95453","5099","370369"
"Lakewood","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lakewood, CA 90712","83641","370196"
"La Mesa","2007","San Diego","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"La Mesa, CA 92041-0314","56250","372618"
"La Mirada","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"La Mirada, CA 90638","50267","372445"
"Lancaster","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lancaster, CA 93534","143818","370023"
"La Palma","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"La Palma, CA 90623","16162","372272"
"La Puente","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"La Puente, CA 91744","43338","372099"
"La Quinta","2007","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"La Quinta, CA 92247","41092","371926"
"Larkspur","2007","Marin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Larkspur, CA 94939","12121","369850"
"Lathrop","2007","San Joaquin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lathrop, CA 95330","16479","369677"
"La Verne","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"La Verne, CA 91750","33449","371753"
"Lawndale","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lawndale, CA 90260","33572","369504"
"Lemon Grove","2007","San Diego","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lemon Grove, CA 91945","25451","369331"
"Lemoore","2007","Kings","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lemoore, CA 93245","24098","369158"
"Lincoln","2007","Placer","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lincoln, CA 95648","37410","368985"
"Lindsay","2007","Tulare","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lindsay, CA 93247","11174","368812"
"Live Oak","2007","Sutter","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Live Oak, CA 95953","8126","368639"
"Livermore","2007","Alameda","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Livermore, CA 94550-4899","82845","368466"
"Livingston","2007","Merced","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Livingston, CA 95334","13287","368293"
"Lodi","2007","San Joaquin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lodi, CA 95241-1910","63395","368120"
"Loma Linda","2007","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Loma Linda, CA 92354","22451","367947"
"Lomita","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lomita, CA 90717","21127","367774"
"Lompoc","2007","Santa Barbara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lompoc, CA 93438","42015","367601"
"Long Beach","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Long Beach, CA 90802","492912","367428"
"Loomis","2007","Placer","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Loomis, CA 95650","6529","367255"
"Los Alamitos","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Los Alamitos, CA 90720","12146","367082"
"Los Altos","2007","Santa Clara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Los Altos, CA 94022","28104","366909"
"Los Altos Hills","2007","Santa Clara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Los Altos Hills, CA 94022","8607","366736"
"Los Angeles","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Los Angeles, CA 90012","4018080","366563"
"Los Banos","2007","Merced","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Los Banos, CA 93635","35211","366390"
"Los Gatos","2007","Santa Clara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Los Gatos, CA 95031","29407","366217"
"Loyalton","2007","Sierra","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Loyalton, CA 96118","878","366044"
"Lynwood","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Lynwood, CA 90262","73171","365871"
"Madera","2007","Madera","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Madera, CA 93637","55780","365698"
"Malibu","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Malibu, CA 90265","13748","365525"
"Mammoth Lakes","2007","Mono","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Mammoth Lakes, CA 93546","7560","365352"
"Manhattan Beach","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Manhattan Beach, CA 90266-1040","36573","365179"
"Manteca","2007","San Joaquin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Manteca, CA 95337","65076","365006"
"Maricopa","2007","Kern","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Maricopa, CA 93252","1135","364833"
"Marina","2007","Monterey","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Marina, CA 93933","18958","364660"
"Martinez","2007","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Martinez, CA 94553","36179","364487"
"Marysville","2007","Yuba","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Marysville, CA 95901","12713","364314"
"Maywood","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Maywood, CA 90270","29957","364141"
"McFarland","2007","Kern","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"McFarland, CA 93250","12686","363968"
"Mendota","2007","Fresno","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Mendota, CA 93640","9426","363795"
"Menlo Park","2007","San Mateo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Menlo Park, CA 94025","31146","363622"
"Merced","2007","Merced","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Merced, CA 95340","79715","363449"
"Millbrae","2007","San Mateo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Millbrae, CA 94030","20965","363103"
"Mill Valley","2007","Marin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Mill Valley, CA 94941","13822","363276"
"Milpitas","2007","Santa Clara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Milpitas, CA 95035","66568","362930"
"Mission Viejo","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Mission Viejo, CA 92691","98483","362757"
"Modesto","2007","Stanislaus","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Modesto, CA 95353","209174","362584"
"Monrovia","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Monrovia, CA 91016","39309","362411"
"Montague","2007","Siskiyou","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Montague, CA 96064","1514","362238"
"Montclair","2007","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Montclair, CA 91763","36622","362065"
"Montebello","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Montebello, CA 90640","65686","361719"
"Monterey","2007","Monterey","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Monterey, CA 93940","30121","361546"
"Monterey Park","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Monterey Park, CA 91754","64508","361373"
"Monte Sereno","2007","Santa Clara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Monte Sereno, CA 95030","3565","361892"
"Moorpark","2007","Ventura","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Moorpark, CA 93021","36150","361200"
"Moraga","2007","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Moraga, CA 94556","16165","361027"
"Moreno Valley","2007","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Moreno Valley, CA 92553","180466","360854"
"Morgan Hill","2007","Santa Clara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Morgan Hill, CA 95037","38418","360681"
"Morro Bay","2007","San Luis Obispo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Morro Bay, CA 93442","10436","360508"
"Mountain View","2007","Santa Clara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Mountain View, CA 94039-7540","73262","360335"
"Mt. Shasta","2007","Siskiyou","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Mt. Shasta, CA 96067","3642","360162"
"Murrieta","2007","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Murrieta, CA 92562","97257","359989"
"Napa","2007","Napa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Napa, CA 94559","76997","359816"
"National City","2007","San Diego","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"National City, CA 91950","61115","359643"
"Needles","2007","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Needles, CA 92363","5759","359470"
"Nevada City","2007","Nevada","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Nevada City, CA 95959","3079","359297"
"Newark","2007","Alameda","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Newark, CA 94560","43693","359124"
"Newman","2007","Stanislaus","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Newman, CA 95360","10302","358951"
"Newport Beach","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Newport Beach, CA 92660","84218","358778"
"Norco","2007","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Norco, CA 92860-1903","27361","358605"
"Norwalk","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Norwalk, CA 90650","110040","358432"
"Novato","2007","Marin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Novato, CA 94945-5054","52426","358259"
"Oakdale","2007","Stanislaus","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Oakdale, CA 95361","18628","358086"
"Oakland","2007","Alameda","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Oakland, CA 94612","415492","357913"
"Oakley","2007","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Oakley, CA 94561","31906","357740"
"Oceanside","2007","San Diego","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Oceanside, CA 92054","176644","357567"
"Ojai","2007","Ventura","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Ojai, CA 93023","8133","357394"
"Ontario","2007","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Ontario, CA 91764","172701","357221"
"Orange","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Orange, CA 92866-1591","138640","357048"
"Orange Cove","2007","Fresno","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Orange Cove, CA 93646","10544","356875"
"Orinda","2007","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Orinda, CA 94563","17517","356702"
