"district_id","selector_name","tax_district_name","ordinance","city","county","net_profits_or_gross_receipts","tax_rate_text","minimum_tax","cap","public_notes","ordinance_urls","tax_form_urls","other_document_urls","source_page_url","retrieved_at"
"231","Tompkinsville","Tompkinsville","","Tompkinsville","Monroe","Gross Receipts","1.5","$50","$2,000","","https://web.sos.ky.gov/occupationaltaxes/231-1003.pdf | https://web.sos.ky.gov/occupationaltaxes/231-1002.pdf","https://web.sos.ky.gov/occupationaltaxes/231-1005.pdf","https://web.sos.ky.gov/occupationaltaxes/231-1004.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:17Z"
"163","Union County Fiscal Court","Union County Fiscal Court","No.04-04","Morganfield","Union","Net Profits","0.50%","","$1,000","","https://web.sos.ky.gov/occupationaltaxes/163-449.pdf","https://web.sos.ky.gov/occupationaltaxes/163-451.pdf","https://web.sos.ky.gov/occupationaltaxes/163-450.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:17Z"
"164","Vanceburg","Vanceburg","No. 220.10","Vanceburg","Lewis","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/164-452.pdf","https://web.sos.ky.gov/occupationaltaxes/164-453.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:17Z"
"165","Versailles","Versailles","Chapter 110: Licenses","Versailles","Woodford","Net Profits","1.5%","$50","","","https://web.sos.ky.gov/occupationaltaxes/165-454.pdf","https://web.sos.ky.gov/occupationaltaxes/165-455.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:17Z"
"166","Villa Hills","Villa Hills","No. 2014-16","Villa Hills","Kenton","Gross Receipts","0.00075%","","","","https://web.sos.ky.gov/occupationaltaxes/166-564.pdf","https://web.sos.ky.gov/occupationaltaxes/166-974.pdf | https://web.sos.ky.gov/occupationaltaxes/166-798.pdf","https://web.sos.ky.gov/occupationaltaxes/166-457.pdf | https://web.sos.ky.gov/occupationaltaxes/166-973.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:17Z"
"229","Vine Grove","Vine Grove","031819A","Vine Grove","Hardin","Wages","2%","$100","","","https://web.sos.ky.gov/occupationaltaxes/229-1331.pdf","https://web.sos.ky.gov/occupationaltaxes/229-981.pdf | https://web.sos.ky.gov/occupationaltaxes/229-975.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:18Z"
"243","Walton","Walton","","Walton","Boone","","","","","","https://web.sos.ky.gov/occupationaltaxes/243-1321.pdf","","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:18Z"
"167","Warren County","Warren County","No. 07-18","Bowling County","Warren","Net Profits/Gross Receipts","1%/1%","","","","https://web.sos.ky.gov/occupationaltaxes/167-459.pdf","https://web.sos.ky.gov/occupationaltaxes/167-916.pdf | https://web.sos.ky.gov/occupationaltaxes/167-466.pdf | https://web.sos.ky.gov/occupationaltaxes/167-461.pdf","https://web.sos.ky.gov/occupationaltaxes/167-468.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:18Z"
"168","Warren County Public Schools","Warren County Public Schools","No. 46","Bowling Green","Warren","Net Profits","0.5%","","","","https://web.sos.ky.gov/occupationaltaxes/168-462.pdf","https://web.sos.ky.gov/occupationaltaxes/168-1016.pdf | https://web.sos.ky.gov/occupationaltaxes/168-1014.pdf | https://web.sos.ky.gov/occupationaltaxes/168-1013.pdf | https://web.sos.ky.gov/occupationaltaxes/168-1012.pdf","https://web.sos.ky.gov/occupationaltaxes/168-1015.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:18Z"
"208","Warsaw","Warsaw","#1989-221.5","Warsaw","Gallatin","Gross Receipts","1%","","Social Security Cap","","https://web.sos.ky.gov/occupationaltaxes/208-683.pdf","https://web.sos.ky.gov/occupationaltaxes/208-684.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:18Z"
"169","Washington County","Washington County","No. 2005-01","Springfield","Washington","Net Profits/Gross Receipts","0.75%/0.75%","","","","https://web.sos.ky.gov/occupationaltaxes/169-470.pdf","https://web.sos.ky.gov/occupationaltaxes/169-471.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:18Z"
"170","West Buechel","West Buechel","Chapter 113: Occupational License Tax","West Buechel","Jefferson","","0.25%","$100","","","https://web.sos.ky.gov/occupationaltaxes/170-1348.pdf","https://web.sos.ky.gov/occupationaltaxes/170-1295.pdf | https://web.sos.ky.gov/occupationaltaxes/170-1280.pdf | https://web.sos.ky.gov/occupationaltaxes/170-1276.pdf | https://web.sos.ky.gov/occupationaltaxes/170-1275.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:18Z"
"171","West Liberty","West Liberty","No. 06232008-01","West Liberty","Morgan","Net Profits/Gross Receipts","1.0%","","","","https://web.sos.ky.gov/occupationaltaxes/171-917.pdf | https://web.sos.ky.gov/occupationaltaxes/171-474.pdf","https://web.sos.ky.gov/occupationaltaxes/171-489.pdf","https://web.sos.ky.gov/occupationaltaxes/171-475.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:18Z"
"185","West Point","West Point","Chapter 110: Occupational License Fee","West Point","Hardin","","1% Occupational, 2% Net Profit","","","","https://web.sos.ky.gov/occupationaltaxes/185-986.pdf | https://web.sos.ky.gov/occupationaltaxes/185-511.pdf","https://web.sos.ky.gov/occupationaltaxes/185-512.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:18Z"
"172","Whitley County","Whitley County","No. 2005-08","Williamsburg","Whitley","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/172-476.pdf","https://web.sos.ky.gov/occupationaltaxes/172-918.pdf | https://web.sos.ky.gov/occupationaltaxes/172-477.pdf","https://web.sos.ky.gov/occupationaltaxes/172-478.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:19Z"
"173","Wilder","Wilder","No. 01-0901","Wilder","Campbell","Gross Receipts",".075%","$50","$40,000","","https://web.sos.ky.gov/occupationaltaxes/173-1144.pdf","https://web.sos.ky.gov/occupationaltaxes/173-1307.pdf","https://web.sos.ky.gov/occupationaltaxes/173-1185.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:19Z"
"174","Wilmore","Wilmore","No. 601-09","Wilmore","Jessamine","2 %","","","","","https://web.sos.ky.gov/occupationaltaxes/174-481.pdf","https://web.sos.ky.gov/occupationaltaxes/174-919.pdf | https://web.sos.ky.gov/occupationaltaxes/174-483.pdf","https://web.sos.ky.gov/occupationaltaxes/174-482.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:19Z"
"183","Winchester","Winchester","Chapter 9: Licenses and Business Regulations","Winchester","Clark","Payroll Only","2%","","","","https://web.sos.ky.gov/occupationaltaxes/183-507.pdf","https://web.sos.ky.gov/occupationaltaxes/183-920.pdf | https://web.sos.ky.gov/occupationaltaxes/183-508.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:19Z"
"175","Woodford","Woodford","Chapter 111: Business Licensing","Versailles","Woodford","Net Profits","1.5%","","","","https://web.sos.ky.gov/occupationaltaxes/175-486.pdf","https://web.sos.ky.gov/occupationaltaxes/175-488.pdf","https://web.sos.ky.gov/occupationaltaxes/175-487.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:19Z"
"200","Woodlawn","Woodlawn","Chapter 10: Occupational License Tax","Woodlawn","Campbell","","$50 Flat Fee","$50","$50","","https://web.sos.ky.gov/occupationaltaxes/200-1194.pdf","https://web.sos.ky.gov/occupationaltaxes/200-1306.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:19Z"
