"title","source_url","pdf_name","pdf_bytes","pdf_sha256","text_name","text_bytes","text_sha256","pages"
"23A","https://le.utah.gov/xcode/Title23A/C23A_2023050320230701.pdf","Title-23A-C23A_2023050320230701.pdf","259892","709ad091d9ba7a4f0e46f67ede6e231ce08d2f9a5bd39a1a6c3a28cac64d1f55","Title-23A-C23A_2023050320230701.txt","378942","a5ffe71529801a1197916090688b8899bd84bb7b92e83fd3fc6c7a16a96ebe65","138"
"25","https://le.utah.gov/xcode/Title25/C25_1800010118000101.pdf","Title-25-C25_1800010118000101.pdf","27178","6fc8588a52fd10473a8b8d8953e345fc1211a58d5b7a9153b2cb944efcecf1dd","Title-25-C25_1800010118000101.txt","34468","4fbf7a28089eb39290d0943a310bb0d02edc81d7d9eea4600d46f8cda7796297","12"
"26A","https://le.utah.gov/xcode/Title26A/C26A_1800010118000101.pdf","Title-26A-C26A_1800010118000101.pdf","45049","63c94fd4b30eae15951ed304d30e0c219ea33a1e1ed754f133db1d64bf60e145","Title-26A-C26A_1800010118000101.txt","63818","968fb37e1fc6ea8f7cfdd971e5b50c47a7eb8f5995c7b9943e70cefab1c6c12b","21"
"26B","https://le.utah.gov/xcode/Title26B/C26B_2022050420220701.pdf","Title-26B-C26B_2022050420220701.pdf","1536238","7be901228205980bd715280bc525bcb7a8cad8dc8d8297259511d1e3b35d9dc4","Title-26B-C26B_2022050420220701.txt","2387643","d91c6b573ef1acf4872f5f53f092b7db0a1a1bee1273a4168a01469634e5cfc3","783"
"29","https://le.utah.gov/xcode/Title29/C29_1800010118000101.pdf","Title-29-C29_1800010118000101.pdf","11135","398915f68a01961f15d1949d0398a517b2f02e899f53eab1992c6d1cd1d0e0f4","Title-29-C29_1800010118000101.txt","8327","845e035794f5e6a7088ba7d83fd54e0aee82ac8232a1c1d63fc1dea4aa91e808","4"
"3","https://le.utah.gov/xcode/Title3/C3_1800010118000101.pdf","Title-3-C3_1800010118000101.pdf","65958","31f5fe7c27e7c3e5465a6b47a747797b59f5cda6d2295c1ad92e9666c55f5dbd","Title-3-C3_1800010118000101.txt","95378","31202819cd81f6c99ef48dadaccdc2acaa6a7e8e403220fe9bcbd8f019c96267","32"
"31A","https://le.utah.gov/xcode/Title31A/C31A_1800010118000101.pdf","Title-31A-C31A_1800010118000101.pdf","2118459","a06406ff0015025162273771ecf3fa46455ce5209f2761239c5a8a99020f7b9d","Title-31A-C31A_1800010118000101.txt","3278573","8e9713883ca5f43328c5a99ae6c3602b0df36ec567560bf6ee058c216e9a8fae","1099"
"32B","https://le.utah.gov/xcode/Title32B/C32B_1800010118000101.pdf","Title-32B-C32B_1800010118000101.pdf","563320","d88706c1b28cf9002e33b5da9f8bfb6e5632f27875f6df962cc75f2a0484ef34","Title-32B-C32B_1800010118000101.txt","854733","ee9e843fd7fbee541f58584ef54f0bea37076670453b8c5cbfd1ff7bc5449a0a","311"
"34","https://le.utah.gov/xcode/Title34/C34_1800010118000101.pdf","Title-34-C34_1800010118000101.pdf","196512","9beb302eaeaeac2a2caf6d494199e884a435e22d976a405ac7c656e8303d1ce7","Title-34-C34_1800010118000101.txt","280241","ec04dcf91d5e4e532ca5ec2d9cb9801b17b997478594a8f183bba2a698db6ce1","102"
"34A","https://le.utah.gov/xcode/Title34A/C34A_1800010118000101.pdf","Title-34A-C34A_1800010118000101.pdf","315858","0e2e30a8b7e0bc266e28027ef8a0b580e72ce750a9751c958b9c0405fead886b","Title-34A-C34A_1800010118000101.txt","475596","95af5d4fdc7b695b7b21e1f5bbfb9ad4107258d3ec23c7445d4f1d6407698d1a","164"
"35A","https://le.utah.gov/xcode/Title35A/C35A_1800010118000101.pdf","Title-35A-C35A_1800010118000101.pdf","422138","c4f0f2c661919c7cf0e86e55eb11e9c5513ee3530bb01d5303b0e1edd26b1062","Title-35A-C35A_1800010118000101.txt","639589","e54a1cf3bb37f943a5354adcb413bdace8bf7dfefe5fbad0753bf963f276bd20","214"
"36","https://le.utah.gov/xcode/Title36/C36_1800010118000101.pdf","Title-36-C36_1800010118000101.pdf","147671","be047186c0c07ee1763611a29c7f20760696d79140b1b82e1f178d94e4aae9c8","Title-36-C36_1800010118000101.txt","220127","bf8437075c473e841ee49c6d835603790015a7c697752ec80d9ae7427445b7e3","77"
"38","https://le.utah.gov/xcode/Title38/C38_1800010118000101.pdf","Title-38-C38_1800010118000101.pdf","171246","ea2e6c3fa5617359e803ade4ad69f055ccc769327ef0b45d30300b7eea7334ba","Title-38-C38_1800010118000101.txt","258870","99d9bb8fd88423c96ececfe72d958e6ce35012d72e43ba97ed5e7aa4572a8ac4","88"
"39A","https://le.utah.gov/xcode/Title39A/C39A_2022050420220504.pdf","Title-39A-C39A_2022050420220504.pdf","97371","0299fa6fc3ba021230540cdb8c64d30d8ec1882e382acbddbca7946402751ecf","Title-39A-C39A_2022050420220504.txt","139694","55646d24b061eefea0bbf321c1f2d4f64ae5dddfdc5c70b2a898e144fdd04603","49"
"4","https://le.utah.gov/xcode/Title4/C4_1800010118000101.pdf","Title-4-C4_1800010118000101.pdf","671577","0cb03c21acafafce93d15a014f8384094a99299c23dc561f37ed822d4df26e54","Title-4-C4_1800010118000101.txt","989414","4d3424473e9eecfa71face8abd04fea3f1226a8f7083ebc958a1163908259fb8","347"
"40","https://le.utah.gov/xcode/Title40/C40_1800010118000101.pdf","Title-40-C40_1800010118000101.pdf","297872","07c69142a37aa93d8e8157efb19c44526708f26ecff80bb6c651f3868659a411","Title-40-C40_1800010118000101.txt","455314","92c876f362973b7323bb6698d6d03dfc2033ccf128ab220e04179f683220de57","144"
"41","https://le.utah.gov/xcode/Title41/C41_1800010118000101.pdf","Title-41-C41_1800010118000101.pdf","961116","8f100d876ddd0c9b6153c31a6845c5e90543307bb2e87c6d1dc685f8bcbd3bab","Title-41-C41_1800010118000101.txt","1496154","d5a50f658bdb5da3635d5602dd836acf6b4e3c444a01edd94980dac3a3c91689","501"
"42","https://le.utah.gov/xcode/Title42/C42_1800010118000101.pdf","Title-42-C42_1800010118000101.pdf","23878","36a8ab10f9895a1462b17b876317b2c2e65ed7c55b703fe9e400a877ee106632","Title-42-C42_1800010118000101.txt","25066","16336f06791d83ec1f0b22da982438bb8a65faa735431f36676b942ed69a8364","11"
"43","https://le.utah.gov/xcode/Title43/C43_1800010118000101.pdf","Title-43-C43_1800010118000101.pdf","7945","e9bae5bf9aa63e0fe2cee4f530c19cf4f3b5b521d98588ceb3d6ab29ecc0fdaf","Title-43-C43_1800010118000101.txt","4079","595a402843fc1afb3f280e2d6f477a27be06e53f56c48fc0f08beceb0d1b5275","2"
"45","https://le.utah.gov/xcode/Title45/C45_1800010118000101.pdf","Title-45-C45_1800010118000101.pdf","28036","d2ec6fffc3ba978d879607580b9d6695e2a2829ff996235d95471427078af8c3","Title-45-C45_1800010118000101.txt","34820","c650401843a3e630fd479758835a180fba48710338f492b73869bf5d2cc4c83c","12"
"46","https://le.utah.gov/xcode/Title46/C46_2018050820190101.pdf","Title-46-C46_2018050820190101.pdf","71966","aab8cb1598256c6bf66910a0d164b28c14f773b38b360836b8961111bfe599ec","Title-46-C46_2018050820190101.txt","102102","acc39c30ce1db4744bd08fd6eb9224852281bd28aa60bbc735f25785c9d6da28","36"
"48","https://le.utah.gov/xcode/Title48/C48_1800010118000101.pdf","Title-48-C48_1800010118000101.pdf","460544","4f93d3178d00f7a12a1f71e87060b7e5f86601156ab2a3497bf47e186823f10e","Title-48-C48_1800010118000101.txt","756598","6cf6d14b71de88141ff562aa8e1abf0a2724bc0287e9297106825b35c1b33ef6","249"
"49","https://le.utah.gov/xcode/Title49/C49_1800010118000101.pdf","Title-49-C49_1800010118000101.pdf","435516","52d226bf73158c1f373d5550658610b423517053d7e0562d5e7a5a57211b2b66","Title-49-C49_1800010118000101.txt","683539","895adc0ccd3bd91cfd865f45cf7ca9b8cf0485e1a89e33458b3d1217dda78b12","231"
"50","https://le.utah.gov/xcode/Title50/C50_1800010118000101.pdf","Title-50-C50_1800010118000101.pdf","7705","4426c768cf6f8f6f60c98c2e081ff7f98d0238d150c9608a4cde9b2d401111f9","Title-50-C50_1800010118000101.txt","3480","6aa9784937f137f5e68cd0c79ca0a03970a2926bb30945cffaae4940e6b56d4e","2"
"51","https://le.utah.gov/xcode/Title51/C51_1800010118000101.pdf","Title-51-C51_1800010118000101.pdf","142845","19997f073f4621ed9fc9a1ff272d531540b50373468e50e7122397447321be67","Title-51-C51_1800010118000101.txt","208046","140b600fb1a124ebd4354d54296affab5f409d0b44dd2ae5e2825eff706edce7","73"
"52","https://le.utah.gov/xcode/Title52/C52_1800010118000101.pdf","Title-52-C52_1800010118000101.pdf","56075","c16ddba0cdc9cf9ce80c4a8ad26920c9177a78cc41141d5870de4a4b614c361b","Title-52-C52_1800010118000101.txt","78071","28c5798c4c886c036351cc252db8d9509197b8d786974e4e46cbc219c5b4fc87","28"
"53","https://le.utah.gov/xcode/Title53/C53_1800010118000101.pdf","Title-53-C53_1800010118000101.pdf","1080880","d12db8126cf9d94f4d28dd09077d87718fcd5959153a61a1feb2ce5f2887de3a","Title-53-C53_1800010118000101.txt","1665872","25d1211fbac8d09213cd60a35b7ee27eb17a8f46222e14cd706b4b7418d4a449","559"
"53C","https://le.utah.gov/xcode/Title53C/C53C_1800010118000101.pdf","Title-53C-C53C_1800010118000101.pdf","77218","1900887eb2e72e5e599076b7031a5aa6f889a41f24eeb660dc12e9e8f4f32ead","Title-53C-C53C_1800010118000101.txt","106564","b7181b2cc04a8cb1540fefe79d1d6e85dab45254714ba81b175a358eb06ee7a8","37"
"53D","https://le.utah.gov/xcode/Title53D/C53D_2018050820180701.pdf","Title-53D-C53D_2018050820180701.pdf","47854","35769a632944f1db0a9a0325402fb103d6854118c04c902f91a5c089676ca9cb","Title-53D-C53D_2018050820180701.txt","61452","13046b6590a664bba7cd50c64d8b935c758ff5bb09b0e64c951c7500186c622e","23"
"53E","https://le.utah.gov/xcode/Title53E/C53E_2018012420180124.pdf","Title-53E-C53E_2018012420180124.pdf","451186","f7d27b32027745b0adcfec3568636bb94253e973a39bc28cebfb51ad0448c89f","Title-53E-C53E_2018012420180124.txt","682853","89c5cf845834c5453518d0a5f0cdf0a2f494924e579ec101a2ccbbce98ed8023","232"
"53F","https://le.utah.gov/xcode/Title53F/C53F_2018012420180124.pdf","Title-53F-C53F_2018012420180124.pdf","371245","e88d294307a9fb26c081a30e744a1846d9f1cb71e472d2207799a126032688dd","Title-53F-C53F_2018012420180124.txt","564625","c7e4b78aa1df7705be437f9f1a89749408000dff228608f421778342dae433a5","192"
"53G","https://le.utah.gov/xcode/Title53G/C53G_2018012420180124.pdf","Title-53G-C53G_2018012420180124.pdf","744374","e260bfebd4bbc0354773ed5b312e03662cb8f777b0ccaf6db398f6f7554252e5","Title-53G-C53G_2018012420180124.txt","1135090","26e3cabb157c83c49728fadecc83a192673f8dcfad8f50b6abaad7ee2e2f884d","387"
"53H","https://le.utah.gov/xcode/Title53H/C53H_2025101420251206.pdf","Title-53H-C53H_2025101420251206.pdf","576581","6020c188d8429bba5707acaab6533b3efdd190eaa35c132b1783ce62f84f0a83","Title-53H-C53H_2025101420251206.txt","863440","573246e2bc4e17f2c398924867bd566075d0d149acac87258b65862635ae1478","302"
"54","https://le.utah.gov/xcode/Title54/C54_1800010118000101.pdf","Title-54-C54_1800010118000101.pdf","498812","8debea1f2d2ea4733ad2ce5c733dbea646106685a76fedf9556e3c33fbf1e543","Title-54-C54_1800010118000101.txt","775412","ef082f7ffbb7fb7d4f3d6592e7b77b4eaa7937dccfbf7a05405d6214dabbc964","257"
"55","https://le.utah.gov/xcode/Title55/C55_1800010118000101.pdf","Title-55-C55_1800010118000101.pdf","13470","54adc189bd5d1682537276eb7fe28d65c992a6cdc77c57c587acfc2893cd3421","Title-55-C55_1800010118000101.txt","11616","8504100f72bead52527063f260cfe7e78464eaf3edbf52eb96cf154e6ec8782a","5"
"56","https://le.utah.gov/xcode/Title56/C56_1800010118000101.pdf","Title-56-C56_1800010118000101.pdf","36141","3498723e20751b08a6dd77434c4ca0d5c29e823bacec109116655954ccaefc89","Title-56-C56_1800010118000101.txt","46248","9974264a1fe5ba796e7b8f9d9d1cb8d6661a86ee1d1a04d2ea83eef330e96254","15"
"57","https://le.utah.gov/xcode/Title57/C57_1800010118000101.pdf","Title-57-C57_1800010118000101.pdf","615112","baf6617ab2e289df64fd26f57c3b5a4df00959cead4d32b565b2e9ef293914ff","Title-57-C57_1800010118000101.txt","954098","872cfbe7c9ee6c8378608122fa8f50d4f57ed77af37e96c09baa11886c1671e9","317"
"58","https://le.utah.gov/xcode/Title58/C58_1800010118000101.pdf","Title-58-C58_1800010118000101.pdf","1996319","513ab284155807b5ab69200a1d24c930da955ab049447b8d7a0ced68fa74dbf9","Title-58-C58_1800010118000101.txt","3066670","5a9f4322ac5a589fee05d35ea0a4073dd45db0afbfc9ef5707358462cb01bc4f","1017"
"59","https://le.utah.gov/xcode/Title59/C59_1800010118000101.pdf","Title-59-C59_1800010118000101.pdf","1928674","161c81ed67c5f6c7a289aef8c302808c7ee95f877e86d52af22c8eee189f45ef","Title-59-C59_1800010118000101.txt","3114433","35d8063a44bd873ee1e283e073b322731b58da04d679005c07e5959894d5e831","1051"
"6","https://le.utah.gov/xcode/Title6/C6_1800010118000101.pdf","Title-6-C6_1800010118000101.pdf","33762","8daa99d7dea2531228573b80b1a4c3b56dace62ad7b7bd6fbad229f118ac9072","Title-6-C6_1800010118000101.txt","46170","b56ffa659b7f59fc1323b15f22601f77d3794ea9c364745555a0c89359345bfa","15"
"61","https://le.utah.gov/xcode/Title61/C61_1800010118000101.pdf","Title-61-C61_1800010118000101.pdf","368167","16c0295e4deeb38a13abac9328eebf9e5f49de36c5fff4e626b24766bade860b","Title-61-C61_1800010118000101.txt","559431","e7e92e4c1975ba27a9f9ae21f25468918ab289002ed14fe649f0e12487b7539d","190"
"63A","https://le.utah.gov/xcode/Title63A/C63A_2021050520210701.pdf","Title-63A-C63A_2021050520210701.pdf","620523","707891eaa619a658a7e28db2f61c269888f0c49a1907677fb919363a59256b1c","Title-63A-C63A_2021050520210701.txt","938398","cc1d9cd86c08dc5af9c372957ae8a61d742f86ebb79c0115ec7ad98993c62a16","326"
"63B","https://le.utah.gov/xcode/Title63B/C63B_1800010118000101.pdf","Title-63B-C63B_1800010118000101.pdf","537937","0b625a26411575834a26d963646e04b2c6a287d9b3971aa522cb3500ff4ae6de","Title-63B-C63B_1800010118000101.txt","823575","3382afc8277129ef674f91b95de487e8e99d0a04f6b0af1f39692b37835c666d","285"
"63C","https://le.utah.gov/xcode/Title63C/C63C_1800010118000101.pdf","Title-63C-C63C_1800010118000101.pdf","76969","4c18b1beddfcd4c8bb53a8ab3a4fd741ca653f8626ba7fa6d77be79439ce8397","Title-63C-C63C_1800010118000101.txt","106262","06560c9910d01f05acde3eef80aa02c3692aa0cafad930facfb7edefd0e0583b","39"
"63D","https://le.utah.gov/xcode/Title63D/C63D_1800010118000101.pdf","Title-63D-C63D_1800010118000101.pdf","9809","cb55ab23bfc6320eeacc9c987f63fa961c00af19eaa1d0ab2d6b7f27d8670503","Title-63D-C63D_1800010118000101.txt","6718","e43ed12aa25a98a1af100314c7a3db6e102a48a15cb1f089960ede0c207f913b","3"
"63E","https://le.utah.gov/xcode/Title63E/C63E_1800010118000101.pdf","Title-63E-C63E_1800010118000101.pdf","23165","2631fe63bc1ebb95e33a797358496e7288b099aa19087910674d087df6b8d856","Title-63E-C63E_1800010118000101.txt","24906","842d1fa4a05210ef0e5756bcfd33e3c3bda9cb9d016ac36b22876c8041191d7b","11"
"63G","https://le.utah.gov/xcode/Title63G/C63G_1800010118000101.pdf","Title-63G-C63G_1800010118000101.pdf","898905","423801b9a1f21ce8b83a84c6af4f72cade401122c2ae6f5faf34928ace45197b","Title-63G-C63G_1800010118000101.txt","999401","938e04eaa66b12a4baad5e2d0af203d522e8aef13c343442aaa7cc5ec90dcb90","346"
"63H","https://le.utah.gov/xcode/Title63H/C63H_1800010118000101.pdf","Title-63H-C63H_1800010118000101.pdf","151579","1814ca435babff183e32f7549c11ba32ae08e1de41d85d0d68539788f4b96b16","Title-63H-C63H_1800010118000101.txt","223310","b80cb818f2c7d38d5f1cc4243f9c3644afd6b3f4f6baa210111b2a92f18a062d","76"
"63I","https://le.utah.gov/xcode/Title63I/C63I_1800010118000101.pdf","Title-63I-C63I_1800010118000101.pdf","64724","26035cda26b624b09b0522072a18362c8b21c17ca04765cdd02797b796f09001","Title-63I-C63I_1800010118000101.txt","89599","3f52a5ee4204c805adf2d15eca2da0f2ab78d8550ef5a7592950236e897e909d","38"
"63J","https://le.utah.gov/xcode/Title63J/C63J_1800010118000101.pdf","Title-63J-C63J_1800010118000101.pdf","226527","925dabf12adc2bcca47be3d58fbbda624348445e4ea51972c018020bd9a92bb5","Title-63J-C63J_1800010118000101.txt","375807","5e530e92edffe4c9ccc6b9e402a87c83292347ea548b40eb8a2562db9a8295d5","119"
"63L","https://le.utah.gov/xcode/Title63L/C63L_1800010118000101.pdf","Title-63L-C63L_1800010118000101.pdf","151237","6dda8656d3abbab4db4b07985d9cfba2580332c8a86ef28e93bb068bd838bb1c","Title-63L-C63L_1800010118000101.txt","218180","74dbf4c0b61a09a17ccf535ce692e5f55fb3d52d6a672935a5766f6a62051f50","76"
"63M","https://le.utah.gov/xcode/Title63M/C63M_1800010118000101.pdf","Title-63M-C63M_1800010118000101.pdf","30059","c7ee6c890e9105a7d63670ff17024bbe68b5d349667fbff10dabfa501c043bbc","Title-63M-C63M_1800010118000101.txt","35697","512fc8e0f95d4d451a1aea88c441b47d0d30c7cb1dbd235d0565b7ea12f9caae","14"
"63N","https://le.utah.gov/xcode/Title63N/C63N_2021050520210701.pdf","Title-63N-C63N_2021050520210701.pdf","490940","65aabbe90273c66b37c2df9db118b646552d8e16dba27be794232fbd0da63735","Title-63N-C63N_2021050520210701.txt","766343","5c8eb06b6dd1db6648a5cb3f200e3e4b0efb747fc1d4a0b440c0274fa53d7d48","258"
"63O","https://le.utah.gov/xcode/Title63O/C63O_2024050120240501.pdf","Title-63O-C63O_2024050120240501.pdf","37596","6c5a6cc0dc5efd9a08eb7543446bc84c15f0e40c0ca69eb019e2362384ede9ab","Title-63O-C63O_2024050120240501.txt","50219","c98039e49f0a8577d5f4b3f0ae04b6dbd015d4d425a1d2004042a8a50ab68ae8","18"
"64","https://le.utah.gov/xcode/Title64/C64_1800010118000101.pdf","Title-64-C64_1800010118000101.pdf","128944","419ada8dcc941f30f39cef7415c762102bf8e9d30bba5a98caac29cbc4b11e62","Title-64-C64_1800010118000101.txt","192235","0b5dd99626f33186fcc4f1ba1d0261d5e92a240c67611f3422daa4935969bad9","64"
"65A","https://le.utah.gov/xcode/Title65A/C65A_1800010118000101.pdf","Title-65A-C65A_1800010118000101.pdf","134315","e143e91b83a4678aca4bb0cc262bdf577d99d67c2f3c1c373cdc07a9a11ae4b2","Title-65A-C65A_1800010118000101.txt","192223","c991e39b6d8d6fed04f580b614b7154fb012ffeeb0e57f0904c8f0462c52e167","67"
"67","https://le.utah.gov/xcode/Title67/C67_1800010118000101.pdf","Title-67-C67_1800010118000101.pdf","384894","115389428280c7ea1fc5935234ffcf442c540397fcf5882d40ff62fde23e2bb2","Title-67-C67_1800010118000101.txt","589528","372ac8534b7e0ac585c4cd61b13951b2c354fd228d7cbd9d05534fa85e539c82","199"
"68","https://le.utah.gov/xcode/Title68/C68_1800010118000101.pdf","Title-68-C68_1800010118000101.pdf","27149","c88c7af5e6fb7e65be3c431ad526187bc1705bd744ff9019dd35a1e5031136f1","Title-68-C68_1800010118000101.txt","31687","e5d087a296ba93ed499739e0601820c05845142e6c29fe26b83930fac1bfd0db","13"
"69","https://le.utah.gov/xcode/Title69/C69_1800010118000101.pdf","Title-69-C69_1800010118000101.pdf","39915","2337210416af74d2ad97f9f64c6c918b8d735745be37bbac1dc356d1a08e7791","Title-69-C69_1800010118000101.txt","55191","cc0a3c204179f9c5f3be552a8299de85996c1be837daf4b9c02efd83cae4c5ae","20"
"7","https://le.utah.gov/xcode/Title7/C7_1800010118000101.pdf","Title-7-C7_1800010118000101.pdf","423052","b362564a1a7414496417701a2f44d641a397248f06756cb189e3ef5504f0cdfd","Title-7-C7_1800010118000101.txt","650426","c20e0579dc1e4af417c7ce8ed0cd5c2c774a63c6696aec89f98022690b23891d","218"
"70","https://le.utah.gov/xcode/Title70/C70_1800010118000101.pdf","Title-70-C70_1800010118000101.pdf","35158","6fa0372034143b9c7dff27ef4cf91ac262c755da8c51f772853d09f038567046","Title-70-C70_1800010118000101.txt","44114","2dd7d5a21421d858a99774b9796a15abd38887353ea118855a20528892c29065","17"
"70A","https://le.utah.gov/xcode/Title70A/C70A_1800010118000101.pdf","Title-70A-C70A_1800010118000101.pdf","652232","2cc6fc3baf1a495a314e5236fc5ac7fb692cac7fa2d4e3ee6dc0126b0844a88b","Title-70A-C70A_1800010118000101.txt","1062859","629d14a98522b9a4ad43d6ac652713ee9287df2177204e66077978f60c3b3904","332"
"70C","https://le.utah.gov/xcode/Title70C/C70C_1800010118000101.pdf","Title-70C-C70C_1800010118000101.pdf","61526","539798f8270a99cc227a2d2ecf13a400237ebca1d6eddc516b3362731c3048b0","Title-70C-C70C_1800010118000101.txt","80492","c6a44a59dab4b74ebd50d9727795a5fdafed0b3fb5dd693dd48665880a840407","29"
"70D","https://le.utah.gov/xcode/Title70D/C70D_1800010118000101.pdf","Title-70D-C70D_1800010118000101.pdf","51613","d367ac32063fd82878cbeb423bb1f7f3198486e117df91b92c8500281c879654","Title-70D-C70D_1800010118000101.txt","66428","3650083da5e330ce6348622bafae04c43323714ed8c787200789be7514883577","26"
"71A","https://le.utah.gov/xcode/Title71A/C71A_2023050320230503.pdf","Title-71A-C71A_2023050320230503.pdf","52224","d2d295ef75b8640253a06703ce88c908cb5b20350500879a02e9bdf7b38c8468","Title-71A-C71A_2023050320230503.txt","68886","3ecb479f45546323c517c6ee4a5d9d1f4801dabc533f7808d1cb5d0fb3f5d906","25"
